BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
202404,8,2315,202404,8,2315,190689,1173869,TEXAS,48,2024,April,Lightning,C,181,GRAYSON,FWD,08-APR-24 23:15:00,CST-6,08-APR-24 23:15:00,0,0,0,0,100.00K,0.00K,Emergency Manager,,,,,,,,,,,,1.0,NW,DENISON,1.0,NW,DENISON,33.76,-96.56,33.76,-96.56,"Multiple rounds of thunderstorms occurred from Monday April 8 through Wednesday April 10 as a deep low pressure system moved east through the Rockies, eventually transitioning to an open trough as it traversed the Plains. The first round of thunderstorms began immediately after the region experienced a total solar eclipse! Large hail was the primary severe weather occurrence on April 8th, though flooding became a primary issue on the 9th and 10th following several rounds of showers and storms.",Emergency management reported a tank battery fire caused by a lightning strike near the intersection of FM 1417 and Davy Ln in Denison.,CSV
202406,9,1930,202406,9,2030,193540,1195826,IDAHO,16,2024,June,Lightning,C,81,TETON,PIH,09-JUN-24 19:30:00,MST-7,09-JUN-24 20:30:00,0,0,0,0,0.10K,0.00K,Utility Company,,,,,,,,,,,,3.0,N,VICTOR,3.0,N,VICTOR,43.6434,-111.12,43.6434,-111.12,Several reports of severe weather were received through the afternoon.,Fall River Rural Electric Cooperative reported a lightning strike knocked out power to several hundred customers in the areas of Idaho 33 and W 5000 S for about an hour near Victor.,CSV
202401,22,1700,202401,22,1700,187884,1153984,CALIFORNIA,6,2024,January,Lightning,C,65,RIVERSIDE,SGX,22-JAN-24 17:00:00,PST-8,22-JAN-24 17:00:00,0,0,0,0,1.00K,0.00K,Public,,,,,,,,,,,,0.0,N,BANNING,0.0,N,BANNING,33.93,-116.88,33.93,-116.88,"Historic flooding occurred on January 22nd. Heavy rainfall occurred between 8 am and noon across western San Diego county. The heaviest rainfall occurred between 9 am and 11 am in the east side of the city of San Diego in Encanto and Lemon Grove to Spring Valley. Rainfall rates were observed at 1.5 to 2.5 inches in 60 minutes and resulted in 1000 year return intervals. Over 200 water rescues at homes, streets and in water channels were performed by San Diego Fire and Rescue. FEMA found 1000 homes damaged in the following weeks and 600 were declared major damage resulting in up to 31 million in damage claims and displaced residents, including 1200 households, in temporary shelters for several months. San Diego County EOC was activated on January 22 and remained activated at a low level into May 2024. The areas flooded the most were Mountain View, Encanto, Valencia Park, Shelltown, Southcrest, and Lincoln Park.",Lightning struck a palm tree and started a small fire in Banning.,CSV
202406,24,1400,202406,24,2000,191568,1179415,CALIFORNIA,6,2024,June,Lightning,C,19,FRESNO,HNX,24-JUN-24 14:00:00,PST-8,24-JUN-24 20:00:00,0,0,0,0,1.00M,0.00K,Fire Department/Rescue,,,,,,,,,,,,2.0,W,SQUAW VLY,2.0,W,SQUAW VLY,36.7456,-119.2836,36.7456,-119.2836,Moisture from the remains of Atlantic Tropical Storm Alberto wrapped around high pressure centered over the Desert Southwest the pulled up north behind it into central California on June 24 and 25. The result of this was thunderstorms which had little to no precipitation with them on both days. One cluster of thunderstorms produced dry lightning which ignited several wildfires east of Reedley during the afternoon of June 24 which became known as the Fresno Lightning Complex Fires.,Dry lightning sparked several wildfires during the afternoon and evening of June 24 east of Reedley and Sanger. These fires became known as the Fresno Lightning Complex which resulted in several evacuations as the fires spread rapidly due to heavy fuel loading. The transmitter for KVPT Channel 18 was destroyed by one of the fires.,CSV
202406,27,1527,202406,27,1527,191502,1179147,SOUTH CAROLINA,45,2024,June,Lightning,C,51,HORRY,ILM,27-JUN-24 15:27:00,EST-5,27-JUN-24 15:27:00,0,0,0,0,3.00K,0.00K,Broadcast Media,,,,,,,,,,,,1.0,NW,CHERRY GROVE BEACH,1.0,NW,CHERRY GROVE BEACH,33.83,-78.64,33.83,-78.64,Lightning caused some structural damage in the Myrtle Beach area.,Lightning caused an attic fire in a home on 33rd Avenue in Cherry Grove.,CSV
202406,27,1532,202406,27,1532,191502,1179148,SOUTH CAROLINA,45,2024,June,Lightning,C,51,HORRY,ILM,27-JUN-24 15:32:00,EST-5,27-JUN-24 15:32:00,0,0,0,0,4.00K,0.00K,Broadcast Media,,,,,,,,,,,,0.0,N,LITTLE RIVER,0.0,N,LITTLE RIVER,33.87,-78.62,33.87,-78.62,Lightning caused some structural damage in the Myrtle Beach area.,"Media reported an apartment fire caused by lightning along Pinehurst Circle in Little River, SC.",CSV
202404,8,2100,202404,8,2100,190689,1178274,TEXAS,48,2024,April,Lightning,C,121,DENTON,FWD,08-APR-24 21:00:00,CST-6,08-APR-24 21:00:00,0,0,0,0,500.00K,0.00K,Broadcast Media,,,,,,,,,,,,1.0,NNE,SMOOTS,1.0,NNE,SMOOTS,33.0901,-97.1949,33.0901,-97.1949,"Multiple rounds of thunderstorms occurred from Monday April 8 through Wednesday April 10 as a deep low pressure system moved east through the Rockies, eventually transitioning to an open trough as it traversed the Plains. The first round of thunderstorms began immediately after the region experienced a total solar eclipse! Large hail was the primary severe weather occurrence on April 8th, though flooding became a primary issue on the 9th and 10th following several rounds of showers and storms.","Lightning started a house fire in the 900 blk of Stonecrest Road in Argyle that heavily damaged the home, likely resulting in a total loss.",CSV
202406,13,1623,202406,13,1624,191587,1179653,INDIANA,18,2024,June,Lightning,C,141,ST. JOSEPH,IWX,13-JUN-24 16:23:00,EST-5,13-JUN-24 16:24:00,0,0,0,0,0.50K,0.00K,Public,,,,,,,,,,,,1.0,SW,GRANGER,1.0,SW,GRANGER,41.74,-86.14,41.74,-86.14,"Severe thunderstorms along the Indiana, Michigan state line resulted in numerous reports of downed trees and powerlines around Elkhart, South Bend and surrounding communities.",Flag pole stuck by lightning. Flag pole snapped.,CSV
202406,27,1100,202406,27,1100,191913,1182322,ARIZONA,4,2024,June,Lightning,C,15,MOHAVE,VEF,27-JUN-24 11:00:00,MST-7,27-JUN-24 11:00:00,0,0,0,0,5.00K,0.00K,Park/Forest Service,,,,,,,,,,,,1.0,SW,PIPE SPRING,1.0,SW,PIPE SPRING,36.8622,-112.7367,36.8622,-112.7367,Monsoon moisture and an approaching trough axis fueled isolated thunderstorms over northern Mohave County. One storm produced lightning damage and hail.,Lightning caused an outage of the phone system and also damaged a tree.,CSV
202406,25,155,202406,25,155,191688,1180468,WISCONSIN,55,2024,June,Lightning,C,83,OCONTO,GRB,25-JUN-24 01:55:00,CST-6,25-JUN-24 01:55:00,0,0,0,0,20.00K,0.00K,Broadcast Media,,,,,,,,,,,,2.0,NE,CHASE,2.0,NE,CHASE,44.72,-88.14,44.72,-88.14,"Isolated thunderstorms developed ahead of a warm front during the late evening on Monday (6/24) producing large hail.  A Quasi-Linear Convective System developed across northwest Wisconsin and tracked southeast through northeastern Wisconsin during the overnight hours into early Tuesday morning (6/25).  The storms produced widespread straight-line wind damage, an isolated tornado, and some flash flooding across the region.",A barn was destroyed by a fire started by lightning in the town of Chase.,CSV
202406,25,608,202406,25,608,192614,1194987,ILLINOIS,17,2024,June,Lightning,C,111,MCHENRY,LOT,25-JUN-24 06:08:00,CST-6,25-JUN-24 06:08:00,1,0,0,0,0.00K,0.00K,Broadcast Media,,,,,,,,,,,,3.0,NNW,MARENGO,3.0,NNW,MARENGO,42.2918,-88.6254,42.2918,-88.6254,"A cluster of strong to severe storms moved across Chicagoland during the night of the 24th immediately followed by a line of storms which went on to impact northern Illinois through the morning of the 25th. The storms produced mostly wind damage, mainly to trees, as well as some marginally severe hail. The storms also resulted in one man being struck by lightning in Marengo.",An employee of Nichols Farm and Orchard in Marengo was injured when he was struck by lightning. It's believed that lightning struck a tree and then traveled through the man who was nearby. He was transported to the hospital with minor to moderate injuries.,CSV
202406,10,1855,202406,10,1855,193428,1196428,SOUTH CAROLINA,45,2024,June,Lightning,C,15,BERKELEY,CHS,10-JUN-24 18:55:00,EST-5,10-JUN-24 18:55:00,0,0,0,0,5.00K,,Emergency Manager,,,,,,,,,,,,2.0,SSE,CARNES XRD,2.0,SSE,CARNES XRD,33.04,-80.09,33.04,-80.09,"Mid-level shortwave energy approaching the region along with a nearly stationary cold front across the area provided ample forcing within an environment displaying strong instability, deep moisture, ample shear and very strong downdraft CAPE, leading to strong and severe thunderstorms capable of producing large hail and damaging winds across Southeast South Carolina. A notable supercell thunderstorm developed near the Savannah River during the afternoon and tracked northeast through the Tri-County Area during early evening hours, producing a long and wide swath of damaging winds and large hail across inland portions of the Charleston Metro Area.",Lightning struck a tree causing it to fall on a house along Fredericksburg Drive. Another lightning strike hit a tree causing it to lean onto a power line off of Myers Road.,CSV
202406,22,1309,202406,22,1309,192396,1195188,MASSACHUSETTS,25,2024,June,Lightning,C,3,BERKSHIRE,ALY,22-JUN-24 13:09:00,EST-5,22-JUN-24 13:09:00,0,0,0,0,7.50K,,Fire Department/Rescue,,,,,,,,,,,,1.0,N,WEST STOCKBRIDGE CNT,1.0,N,WEST STOCKBRIDGE CNT,42.32,-73.4,42.32,-73.4,"Scattered showers and thunderstorms impacted Berkshire County on Saturday, June 22. Isolated instances of thunderstorms becoming severe resulted in numerous instances of downed trees and wires with an isolated instance of a downed power pole and a tree downed on a house. Additionally, a barn fire was reported as a result of a lightning strike.",Fire department reported a barn fire started by a lightning strike.,CSV
202406,25,1830,202406,25,1830,192825,1190252,IOWA,19,2024,June,Lightning,C,121,MADISON,DMX,25-JUN-24 18:30:00,CST-6,25-JUN-24 18:30:00,0,0,0,0,250.00K,0.00K,Emergency Manager,,,,,,,,,,,,1.0,N,WINTERSET,1.0,N,WINTERSET,41.34,-94.02,41.34,-94.02,"Scattered convection occurred throughout the day across the area as a weak cold front dropped slowly south across the area. By afternoon the front had largely stalled near the I-80 corridor and more vigorous convection developed along the front, fed by high instability exceeding 3000 J/kg and steep mid level lapse rates of 7 to 8 C/km. Storms first began near Newton and then back built towards the west along the boundary through the evening. Storms produced large hail and stretching resulted in a huge number of funnel clouds, including pictures with a least visible at the same time. Later in the evening a wave across Nebraska moved into Iowa, sweeping east along the instability gradient that the earlier evening convection developed on. A few damaging wind gusts occurred with this line of storms, however it remained sub severe most of the night.",Lightning strike resulted in a house fire. Home a total loss. Time estimated.,CSV
202406,30,930,202406,30,930,193006,1191476,FLORIDA,12,2024,June,Lightning,C,11,BROWARD,MFL,30-JUN-24 09:30:00,EST-5,30-JUN-24 09:30:00,0,0,1,0,0.00K,0.00K,Broadcast Media,,,,,,,,,,,,6.0,NE,MIRAMAR,6.0,NE,MIRAMAR,26.067,-80.3426,26.067,-80.3426,"A mid-level disturbance moved across the southern peninsula of Florida on June 30th, which led to abundant convective activity across the region. Scattered showers and thunderstorms developed across the eastern metropolitan area, especially Broward County, throughout the morning and early afternoon.",Broadcast media reported that a 19-year-old male was killed by lightning strike as he was jogging at Vista View Park in Davie during a thunderstorm.,CSV
202406,1,1130,202406,1,1130,193457,1196651,TEXAS,48,2024,June,Lightning,C,439,TARRANT,FWD,01-JUN-24 11:30:00,CST-6,01-JUN-24 11:30:00,0,0,0,0,50.00K,0.00K,Broadcast Media,,,,,,,,,,,,1.0,NNE,KELLER,1.0,NNE,KELLER,32.944,-97.2448,32.944,-97.2448,"Upper level disturbances interacted with leftover surface outflow boundaries from nocturnal MCSs and allowed for scattered strong to severe storms across the region each afternoon from June 1st to June 3rd. A combination of hail, damaging winds, and flash flooding occurred, but an EF-U tornado also occurred in Henderson County on the 3rd. One life was lost June 3rd in Henderson County due to a falling tree in straight-line winds.",Lightning started a fire in the attic of a home on Cross Timbers Drive in Keller.,CSV
202406,20,1600,202406,20,1600,193595,1196101,PUERTO RICO,99,2024,June,Lightning,C,13,ARECIBO,SJU,20-JUN-24 16:00:00,AST-4,20-JUN-24 16:00:00,0,0,0,0,1.00K,0.00K,Broadcast Media,,,,,,,,,,,,2.0,N,ARECIBO,2.0,N,ARECIBO,18.4463,-66.6699,18.4463,-66.6699,"Series of troughs enhanced afternoon convection during the week. Flooding, thunderstorm wind and hail reports were received at some point during the week. Activity caused a landslide in Bayamon. Lightning even struck the roof of a residence, causing injuries and damaged appliances, furniture, and the roof of the house.","Lightning struck the roof of a residence in Barrio Santana, Arecibo. The news report says that a 60-year-old woman was injured by debris from the roof and that her phone exploded.",CSV
202406,2,1316,202406,2,1316,192977,1191247,FLORIDA,12,2024,June,Lightning,C,129,WAKULLA,TAE,02-JUN-24 13:16:00,EST-5,02-JUN-24 13:16:00,0,0,0,0,2.00K,0.00K,Utility Company,,,,,,,,,,,,1.0,WNW,SOPCHOPPY,1.0,WNW,SOPCHOPPY,30.07,-84.5,30.07,-84.5,A summertime pattern was in place across the tri-state area with weak steering winds and high instability. The result was scattered to numerous showers and thunderstorms with gusty winds and localized flash flooding.,Lightning resulted in a power outage near Sopchoppy.,CSV
202404,14,1750,202404,14,1750,189026,1165514,PENNSYLVANIA,42,2024,April,Lightning,C,81,LYCOMING,CTP,14-APR-24 17:50:00,EST-5,14-APR-24 17:50:00,0,0,0,0,10.00K,0.00K,Amateur Radio,,,,,,,,,,,,1.0,ESE,(IPT)WILLIAMSPORT AR,1.0,ESE,(IPT)WILLIAMSPORT AR,41.2471,-76.9052,41.2471,-76.9052,"A cold front dropped southward across Central Pennsylvania during the afternoon and evening hours of April 14, 2024, accompanied by a line of showers and storms. The storms developed in a relatively dry environment, with plentiful shear and adequate CAPE. Damaging winds were the primary issue, although there were two reports of quarter-sized hail. The storms weakened as they moved into southern Pennsylvania late in the evening.",A thunderstorm produced lightning that struck a house on the 1200 block of Broad Street in Montoursville and caused damage.,CSV
202404,14,1832,202404,14,1832,189026,1165533,PENNSYLVANIA,42,2024,April,Lightning,C,27,CENTRE,CTP,14-APR-24 18:32:00,EST-5,14-APR-24 18:32:00,0,0,0,0,10.00K,0.00K,911 Call Center,,,,,,,,,,,,1.0,NW,PINE GROVE MILLS,1.0,NW,PINE GROVE MILLS,40.7397,-77.8811,40.7397,-77.8811,"A cold front dropped southward across Central Pennsylvania during the afternoon and evening hours of April 14, 2024, accompanied by a line of showers and storms. The storms developed in a relatively dry environment, with plentiful shear and adequate CAPE. Damaging winds were the primary issue, although there were two reports of quarter-sized hail. The storms weakened as they moved into southern Pennsylvania late in the evening.",Lightning with a thunderstorm struck a tree near a residence on Rosemont Drive in Pine Grove Mills with a fire spreading onto the second floor of the home.,CSV
202404,1,130,202404,1,131,189219,1163688,ILLINOIS,17,2024,April,Lightning,C,203,WOODFORD,ILX,01-APR-24 01:30:00,CST-6,01-APR-24 01:31:00,0,0,0,0,50.00K,0.00K,Emergency Manager,,,,,,,,,,,,2.0,NW,METAMORA,2.0,NW,METAMORA,40.7933,-89.3729,40.7933,-89.3729,A nearly stationary frontal boundary draped across central Illinois triggered scattered showers and thunderstorms during the night of March 31st into the pre-dawn hours of April 1st.  One of the cells produced a lightning strike that damaged a building near the Metamora Golf Course in Metamora in Woodford County.,Lightning struck and damaged a building near Metamora Fields Golf Club in Metamora in Woodford County.  A power outage also occurred due to the lightning strike.,CSV
202407,20,1430,202407,20,1431,194482,1202081,GEORGIA,13,2024,July,Lightning,C,43,CANDLER,CHS,20-JUL-24 14:30:00,EST-5,20-JUL-24 14:31:00,0,0,0,0,15.00K,0.00K,Broadcast Media,,,,,,,,,,,,1.0,E,METTER MUNI ARPT,1.0,E,METTER MUNI ARPT,32.37,-82.07,32.37,-82.07,Scattered to numerous thunderstorms developed in the early afternoon hours across southeast Georgia and moved toward the coast. A few of these thunderstorms became strong enough to produce gusty winds and cloud to ground lightning strikes.,"Local broadcast media reported that lightning struck a car driving on Interstate 16 near exit 104, damaging the electrical system and disabling the vehicle. None of the passengers were injured.",CSV
202407,19,1720,202407,19,1721,194478,1202064,SOUTH CAROLINA,45,2024,July,Lightning,C,13,BEAUFORT,CHS,19-JUL-24 17:20:00,EST-5,19-JUL-24 17:21:00,0,0,0,0,10.00K,0.00K,Fire Department/Rescue,,,,,,,,,,,,1.0,WNW,PRITCHARDVILLE,1.0,WNW,PRITCHARDVILLE,32.24,-80.99,32.24,-80.99,"Numerous thunderstorms developed in the late afternoon hours across Beaufort County. These thunderstorms produced frequent cloud to ground lightning, with several lightning strikes to homes and other structures.",A lightning strike started a structure fire on Breakwater Court.,CSV
202407,16,2009,202407,16,2010,194475,1202053,GEORGIA,13,2024,July,Lightning,C,103,EFFINGHAM,CHS,16-JUL-24 20:09:00,EST-5,16-JUL-24 20:10:00,0,0,0,0,10.00K,0.00K,Emergency Manager,,,,,,,,,,,,2.0,ESE,GUYTON,2.0,ESE,GUYTON,32.32,-81.35,32.32,-81.35,Isolated thunderstorms lingered into the evening hours within a typical summertime environment. One storm became strong enough to produce damaging wind gusts and frequent lightning in Effingham County.,Effingham County Emergency Management reported a lightning strike to a home in Guyton which caused a fire. No injuries were reported.,CSV
202407,26,1830,202407,26,1831,194493,1202104,GEORGIA,13,2024,July,Lightning,C,51,CHATHAM,CHS,26-JUL-24 18:30:00,EST-5,26-JUL-24 18:31:00,0,0,0,0,10.00K,0.00K,Emergency Manager,,,,,,,,,,,,2.0,SSW,(SVN)HUNTER AAF SAVA,2.0,SSW,(SVN)HUNTER AAF SAVA,32.0,-81.14,32.0,-81.14,"Isolated to scattered thunderstorms developed across portions of southeast Georgia in the late afternoon hours. A couple of these thunderstorms became strong enough to produce gusty winds and cloud to ground lightning strikes. One storm interacted with a nearby mesoscale boundary and prompted a Tornado Warning across Chatham County. A funnel cloud was reported on two different occasions, but the storm did not produce any known damage.",Chatham County Emergency Management reported a house struck by lightning at N Leeds Gate Road.,CSV
202407,26,1750,202407,26,1751,194493,1202106,GEORGIA,13,2024,July,Lightning,C,51,CHATHAM,CHS,26-JUL-24 17:50:00,EST-5,26-JUL-24 17:51:00,0,0,0,0,10.00K,0.00K,Emergency Manager,,,,,,,,,,,,2.0,NW,PARADISE PARK,2.0,NW,PARADISE PARK,31.99,-81.1,31.99,-81.1,"Isolated to scattered thunderstorms developed across portions of southeast Georgia in the late afternoon hours. A couple of these thunderstorms became strong enough to produce gusty winds and cloud to ground lightning strikes. One storm interacted with a nearby mesoscale boundary and prompted a Tornado Warning across Chatham County. A funnel cloud was reported on two different occasions, but the storm did not produce any known damage.",Chatham County Emergency Management reported that lightning struck a home on West Creighton Place.,CSV
202404,30,2000,202404,30,2000,190814,1173746,VIRGINIA,51,2024,April,Lightning,C,143,PITTSYLVANIA,RNK,30-APR-24 20:00:00,EST-5,30-APR-24 20:00:00,0,0,0,0,5.00K,,Broadcast Media,,,,,,,,,,,,1.0,W,BROSVILLE,1.0,W,BROSVILLE,36.6195,-79.6208,36.6195,-79.6208,"Lightning struck a substation transformer in the 500 block of Long Circle Road in Cascade, VA. The strike caused loss of power to 3000 customers in the Brosville, Stoney Mill, Axton, and Cascade areas.","Lightning struck a substation transformer in the 500 block of Long Circle Road in Cascade, VA. The strike caused loss of power to 3000 customers in the Brosville, Stoney Mill, Axton, and Cascade areas. Damage values are estimated.",CSV
202407,26,1740,202407,26,1741,194493,1202101,GEORGIA,13,2024,July,Lightning,C,51,CHATHAM,CHS,26-JUL-24 17:40:00,EST-5,26-JUL-24 17:41:00,0,0,0,0,1.00K,0.00K,Emergency Manager,,,,,,,,,,,,3.0,ENE,SAVANNAH,3.0,ENE,SAVANNAH,32.06,-81.03,32.06,-81.03,"Isolated to scattered thunderstorms developed across portions of southeast Georgia in the late afternoon hours. A couple of these thunderstorms became strong enough to produce gusty winds and cloud to ground lightning strikes. One storm interacted with a nearby mesoscale boundary and prompted a Tornado Warning across Chatham County. A funnel cloud was reported on two different occasions, but the storm did not produce any known damage.",Chatham County Emergency Management reported a tree on fire due to a lightning strike on Sandy Point Road.,CSV
202404,30,805,202404,30,805,191193,1177080,NEW YORK,36,2024,April,Lightning,C,91,SARATOGA,ALY,30-APR-24 08:05:00,EST-5,30-APR-24 08:05:00,0,0,0,0,40.00K,2.00K,Broadcast Media,,,,,,,,,,,,1.0,E,GREENFIELD CENTER,1.0,E,GREENFIELD CENTER,43.1286,-73.8483,43.1286,-73.8483,"A thunderstorm pushed across Saratoga County during the morning hours on April 30, 2024. One home in Greenfield Center was destroyed after a lightning strike struck a tree causing it to crush through the center portion of the mobile home.",One home in Greenfield Center was destroyed after a lightning strike struck a tree causing it to crush through the center portion of the mobile home.,CSV
202407,15,1225,202407,15,1225,194950,1205121,MISSISSIPPI,28,2024,July,Lightning,C,25,CLAY,JAN,15-JUL-24 12:25:00,CST-6,15-JUL-24 12:25:00,0,0,0,0,3.00K,0.00K,Emergency Manager,,,,,,,,,,,,1.0,N,WEST PT,1.0,N,WEST PT,33.62,-88.65,33.62,-88.65,Scattered storms developed across the region each day. Some gusty winds occurred from this activity and a few locations saw some downed trees.,Lightning struck a transformer which caught the pole to catch fire. Power was out in a part of town.,CSV
202404,11,1137,202404,11,1137,189583,1165775,FLORIDA,12,2024,April,Lightning,C,103,PINELLAS,TBW,11-APR-24 11:37:00,EST-5,11-APR-24 11:37:00,0,0,0,0,25.00K,0.00K,911 Call Center,,,,,,,,,,,,1.0,E,TREASURE ISLAND,1.0,E,TREASURE ISLAND,27.77,-82.76,27.77,-82.76,"A broken line of thunderstorms ahead of a cold front moving across the eastern Gulf of Mexico produce wind damage in Levy, Pinellas and Hillsborough counties, street flooding and a funnel cloud in Pasco County, structural fires due to lightning in Pinellas County, and a severe wind gust in Hillsborough County. Minor coastal flooding was briefly observed in Pinellas County in the wake of the line of thunderstorms.",Pinellas County 911 dispatch reported a fire due to lightning at a secondary structure behind a home on Treasure Island near Treasure Lane and Paradise Boulevard.,CSV
202407,19,1530,202407,19,1531,194478,1202061,SOUTH CAROLINA,45,2024,July,Lightning,C,13,BEAUFORT,CHS,19-JUL-24 15:30:00,EST-5,19-JUL-24 15:31:00,0,0,0,0,10.00K,0.00K,911 Call Center,,,,,,,,,,,,1.0,W,BURTON,1.0,W,BURTON,32.43,-80.74,32.43,-80.74,"Numerous thunderstorms developed in the late afternoon hours across Beaufort County. These thunderstorms produced frequent cloud to ground lightning, with several lightning strikes to homes and other structures.",Beaufort County dispatch reported that lightning struck a home in Burton and started a fire. No injuries were reported.,CSV
202407,19,1640,202407,19,1641,194478,1202062,SOUTH CAROLINA,45,2024,July,Lightning,C,13,BEAUFORT,CHS,19-JUL-24 16:40:00,EST-5,19-JUL-24 16:41:00,0,0,0,0,10.00K,0.00K,Fire Department/Rescue,,,,,,,,,,,,2.0,W,BLUFFTON,2.0,W,BLUFFTON,32.23,-80.91,32.23,-80.91,"Numerous thunderstorms developed in the late afternoon hours across Beaufort County. These thunderstorms produced frequent cloud to ground lightning, with several lightning strikes to homes and other structures.",A lightning strike started a structure fire on Foxchase Lane.,CSV
202407,19,1625,202407,19,1626,194478,1202063,SOUTH CAROLINA,45,2024,July,Lightning,C,13,BEAUFORT,CHS,19-JUL-24 16:25:00,EST-5,19-JUL-24 16:26:00,0,0,0,0,10.00K,0.00K,Fire Department/Rescue,,,,,,,,,,,,3.0,ENE,PRITCHARD,3.0,ENE,PRITCHARD,32.29,-80.95,32.29,-80.95,"Numerous thunderstorms developed in the late afternoon hours across Beaufort County. These thunderstorms produced frequent cloud to ground lightning, with several lightning strikes to homes and other structures.",A lightning strike started a structure fire on Lake Somerset Circle.,CSV
202407,20,2000,202407,20,2100,194481,1202080,SOUTH CAROLINA,45,2024,July,Lightning,C,13,BEAUFORT,CHS,20-JUL-24 20:00:00,EST-5,20-JUL-24 21:00:00,0,0,0,0,50.00K,0.00K,Emergency Manager,,,,,,,,,,,,4.0,W,FOREST BEACH,4.0,W,FOREST BEACH,32.14,-80.81,32.14,-80.81,Scattered to numerous thunderstorms developed in the early afternoon hours across southeast South Carolina and moved toward the coast. A few of these thunderstorms became strong enough to produce damaging wind gusts.,Hilton Head Island Emergency Management reported four structures struck by lightning near the Harbour Town area. The lightning strikes occurred between 8 pm EST and 9 pm EST. A fire occurred at one of the structures.,CSV
202409,21,1850,202409,21,1850,194728,1209211,PENNSYLVANIA,42,2024,September,Lightning,C,105,POTTER,CTP,21-SEP-24 18:50:00,EST-5,21-SEP-24 18:50:00,0,0,0,0,2.00K,0.00K,911 Call Center,,,,,,,,,,,,4.0,SSE,WALTON,4.0,SSE,WALTON,41.7195,-77.7487,41.7195,-77.7487,"A warm front approaching central Pennsylvania in an environment of sufficient instability and shear allowed for thunderstorm formation during the late afternoon and evening hours, with multiple rounds of severe thunderstorms crossing the northern tier of Pennsylvania. The multiple rounds of heavy rainfall, coupled with local topography, allowed for flash flooding across hydrologically sensitive areas of Potter and Tioga counties. As thunderstorms progressed southward into the Lower Susquehanna Valley, they began to congeal into a line of thunderstorms producing more widespread wind damage.","A thunderstorm produced lightning that struck a utility pole, resulting in a fire.",CSV
202409,3,1607,202409,3,1607,196470,1215682,FLORIDA,12,2024,September,Lightning,C,21,COLLIER,MFL,03-SEP-24 16:07:00,EST-5,03-SEP-24 16:07:00,0,0,0,0,30.00K,0.00K,Broadcast Media,,,,,,,,,,,,1.0,SE,MARCO,1.0,SE,MARCO,25.96,-81.72,25.96,-81.72,"As a surface frontal boundary pushed southward through the southeastern United States, winds began to veer south-southeast bringing moist, warm air into South Florida. This supported the development of numerous showers and thunderstorms across the area throughout the day.","A member of broadcast media reported that lightning struck a home on Marco Island, damaging the attic and leading to a subsequent fire. Time is based on National Lightning Detection Network data which showed several lightning strikes in the immediate area. Damage totals are estimated.",CSV
202409,3,810,202409,3,810,196471,1215683,FLORIDA,12,2024,September,Lightning,C,11,BROWARD,MFL,03-SEP-24 08:10:00,EST-5,03-SEP-24 08:10:00,0,0,0,0,10.00K,0.00K,Newspaper,,,,,,,,,,,,1.0,W,PEMBROKE,1.0,W,PEMBROKE,25.98,-80.18,25.98,-80.18,"As a surface frontal boundary pushed southward through the southeastern United States, winds began to veer south-southeast bringing moist, warm air into South Florida. This supported the development of numerous showers and thunderstorms across the area throughout the day.","Local media reported lightning damaging a home in West Park. The lightning struck the pavement outside the home, which then traveled up a metal fence and shot through the ceiling into a bedroom where a 1-year-old baby was sleeping, causing the roof to collapse. No injuries were reported. Time is based on National Lightning Detection Network data which showed several lightning strikes in the immediate area. Damage totals are estimated.",CSV
